ticker,data_ticker,signal_type,signal_date,entry_date,entry_open,regime,spy_close,spy_ma50,spy_ma200,swing_start,swing_low,swing_distance_pct,stop_hit_20d,days_to_stop,mfe_20d_pct,mae_20d_pct,mfe_before_stop_pct,mae_before_stop_pct,ret_5d_pct,ret_10d_pct,ret_15d_pct,ret_20d_pct,hit_2pct_before_stop,days_to_2pct,hit_3pct_before_stop,days_to_3pct,hit_5pct_before_stop,days_to_5pct
NUE,NUE,STOCH_ONLY_CONTROL,2020-09-28,2020-09-29,41.619523243186826,GREEN,308.99224853515625,308.55052673339844,284.41034339904786,2020-09-23,39.845922296321355,4.451147933471766,False,,11.159846451713108,-3.0914103023702566,11.159846451713108,-3.0914103023702566,2.8940951091849465,6.70903771680571,6.358268527301925,5.7224386489359125,True,3.0,True,4.0,True,5.0
PPG,PPG,STOCH_ONLY_CONTROL,2020-09-28,2020-09-29,108.3001419958097,GREEN,308.99224853515625,308.55052673339844,284.41034339904786,2020-09-23,103.64733867419154,4.489071674328193,False,,13.256969792494221,-1.800328777941207,13.256969792494221,-1.800328777941207,1.9230894925729158,9.30444505441217,10.171849013378932,4.247163456325809,True,4.0,True,4.0,True,5.0
PPG,PPG,V0.1,2020-09-28,2020-09-29,108.3001419958097,GREEN,308.99224853515625,308.55052673339844,284.41034339904786,2020-09-23,103.64733867419154,4.489071674328193,False,,13.256969792494221,-1.800328777941207,13.256969792494221,-1.800328777941207,1.9230894925729158,9.30444505441217,10.171849013378932,4.247163456325809,True,4.0,True,4.0,True,5.0
TROW,TROW,STOCH_ONLY_CONTROL,2020-09-28,2020-09-29,99.20528593266086,GREEN,308.99224853515625,308.55052673339844,284.41034339904786,2020-09-21,94.50268446305053,4.976156493680328,False,,16.64969658977402,-1.3476479477355863,16.64969658977402,-1.3476479477355863,4.889118199017606,12.967162907758123,14.97296382447406,11.494152979709128,True,4.0,True,4.0,True,5.0
TROW,TROW,V0.1,2020-09-28,2020-09-29,99.20528593266086,GREEN,308.99224853515625,308.55052673339844,284.41034339904786,2020-09-21,94.50268446305053,4.976156493680328,False,,16.64969658977402,-1.3476479477355863,16.64969658977402,-1.3476479477355863,4.889118199017606,12.967162907758123,14.97296382447406,11.494152979709128,True,4.0,True,4.0,True,5.0
WMT,WMT,STOCH_ONLY_CONTROL,2020-09-28,2020-09-29,42.42054171093596,GREEN,308.99224853515625,308.55052673339844,284.41034339904786,2020-09-18,41.64786511640256,1.855260989666152,False,,6.812407974396528,-0.6265942516222589,6.812407974396528,-0.6265942516222589,2.4626651081326445,6.5428193141773505,4.845192797738251,4.094744775692205,True,1.0,True,1.0,True,2.0
WMT,WMT,V0.1,2020-09-28,2020-09-29,42.42054171093596,GREEN,308.99224853515625,308.55052673339844,284.41034339904786,2020-09-18,41.64786511640256,1.855260989666152,False,,6.812407974396528,-0.6265942516222589,6.812407974396528,-0.6265942516222589,2.4626651081326445,6.5428193141773505,4.845192797738251,4.094744775692205,True,1.0,True,1.0,True,2.0
ABBV,ABBV,STOCH_ONLY_CONTROL,2020-09-29,2020-09-30,68.99736076419725,GREEN,307.3094482421875,308.7232989501953,284.5086110687256,2020-09-10,67.66498783832148,1.969072881619871,True,15.0,2.0689635026643227,-6.5141419975752735,2.0689635026643227,-3.8111477766602175,0.08044265736404377,0.27827268455171694,-3.4266698418320196,-6.222872492056508,True,9.0,False,,False,
ABBV,ABBV,V0.1,2020-09-29,2020-09-30,68.99736076419725,GREEN,307.3094482421875,308.7232989501953,284.5086110687256,2020-09-10,67.66498783832148,1.969072881619871,True,15.0,2.0689635026643227,-6.5141419975752735,2.0689635026643227,-3.8111477766602175,0.08044265736404377,0.27827268455171694,-3.4266698418320196,-6.222872492056508,True,9.0,False,,False,
BF-B,BF-B,STOCH_ONLY_CONTROL,2020-09-30,2020-10-01,67.54743163465123,GREEN,309.6394958496094,308.9299621582031,284.6176673126221,2020-09-24,65.53666683082663,3.068152381040523,True,17.0,4.47836447327099,-9.483659738354632,4.47836447327099,-4.8998974388974155,2.739740580562433,0.4478307577336471,-0.9747242229273922,-8.298199276984441,True,4.0,True,6.0,False,
BF-B,BF-B,V0.1,2020-09-30,2020-10-01,67.54743163465123,GREEN,309.6394958496094,308.9299621582031,284.6176673126221,2020-09-24,65.53666683082663,3.068152381040523,True,17.0,4.47836447327099,-9.483659738354632,4.47836447327099,-4.8998974388974155,2.739740580562433,0.4478307577336471,-0.9747242229273922,-8.298199276984441,True,4.0,True,6.0,False,
GPC,GPC,STOCH_ONLY_CONTROL,2020-09-30,2020-10-01,81.10710881290149,GREEN,309.6394958496094,308.9299621582031,284.6176673126221,2020-09-23,78.67452185380685,3.091962813088167,True,19.0,8.255848542447097,-6.552385393480897,8.255848542447097,-6.552385393480897,5.705958012253931,5.8417982462831475,1.1391073606195956,-5.622295371827512,True,2.0,True,3.0,True,5.0
GPC,GPC,V0.1,2020-09-30,2020-10-01,81.10710881290149,GREEN,309.6394958496094,308.9299621582031,284.6176673126221,2020-09-23,78.67452185380685,3.091962813088167,True,19.0,8.255848542447097,-6.552385393480897,8.255848542447097,-6.552385393480897,5.705958012253931,5.8417982462831475,1.1391073606195956,-5.622295371827512,True,2.0,True,3.0,True,5.0
